,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,target
1382,0,1,1,3,2,3,0,2,2,2,1,1,1,2,3,0,1,2,0
1383,2,1,1,1,2,3,0,1,2,0,1,1,0,2,1,0,2,2,1
1384,2,1,1,1,2,3,0,1,2,1,4,1,3,2,2,1,2,2,1
1385,2,1,1,1,2,3,0,1,2,0,4,0,0,0,1,1,1,1,0
1386,0,1,1,0,2,1,0,2,2,1,4,1,3,2,2,1,2,2,1
1387,0,1,1,0,2,1,0,2,2,0,4,0,0,0,1,1,1,1,0
1388,1,4,1,3,2,2,1,2,2,0,4,0,0,0,1,1,1,1,0
1389,0,4,0,0,0,1,1,1,1,1,0,1,1,3,1,1,2,1,1
1390,0,4,0,0,0,1,1,1,1,1,1,1,3,2,1,0,4,2,0
1391,1,0,1,1,3,1,1,2,1,1,1,1,3,2,1,0,4,2,0
1392,1,1,1,3,2,1,0,4,2,2,0,1,0,2,2,1,2,2,1
1393,1,1,1,3,2,1,0,4,2,1,4,1,3,2,3,1,4,2,1
1394,1,1,1,3,2,1,0,4,2,1,1,0,0,2,3,1,3,2,0
1395,2,0,1,0,2,2,1,2,2,1,4,1,3,2,3,1,4,2,1
1396,2,0,1,0,2,2,1,2,2,1,1,0,0,2,3,1,3,2,0
1397,1,4,1,3,2,3,1,4,2,1,1,0,0,2,3,1,3,2,0
1398,1,1,0,0,2,3,1,3,2,3,4,1,0,2,3,0,3,2,1
1399,1,1,0,0,2,3,1,3,2,1,1,1,3,2,2,1,2,1,1
1400,1,1,0,0,2,3,1,3,2,1,1,0,1,0,1,1,0,1,0
1401,3,4,1,0,2,3,0,3,2,1,1,1,3,2,2,1,2,1,1
1402,3,4,1,0,2,3,0,3,2,1,1,0,1,0,1,1,0,1,0
1403,1,1,1,3,2,2,1,2,1,1,1,0,1,0,1,1,0,1,0
1404,1,1,0,1,0,1,1,0,1,1,0,1,0,2,2,3,3,2,0
1405,1,0,1,0,2,2,3,3,2,3,1,1,3,2,2,2,2,1,1
1406,1,0,1,0,2,2,3,3,2,3,4,0,3,0,2,1,3,2,0
1407,3,1,1,3,2,2,2,2,1,3,4,0,3,0,2,1,3,2,0
1408,3,4,1,0,2,2,1,2,2,3,1,1,0,0,2,0,0,2,1
1409,3,4,1,0,2,2,1,2,2,1,1,1,3,2,2,1,1,1,1
1410,3,1,1,0,0,2,0,0,2,1,1,1,3,2,2,1,1,1,1
1411,2,0,1,1,2,2,1,2,1,2,1,1,0,2,1,0,4,2,1
1412,2,0,1,1,2,2,1,2,1,1,0,1,0,2,3,1,2,2,1
1413,2,1,1,0,2,1,0,4,2,1,0,1,0,2,3,1,2,2,1
1414,1,2,1,2,2,2,1,0,1,2,1,1,0,0,2,0,1,1,1
1415,1,2,1,2,2,2,1,0,1,0,0,1,3,2,2,0,0,2,1
1416,2,1,1,0,0,2,0,1,1,0,0,1,3,2,2,0,0,2,1
1417,2,1,1,0,2,3,3,3,2,1,1,1,1,1,2,0,3,2,1
1418,2,1,1,0,2,3,3,3,2,0,0,1,3,2,3,0,3,2,1
1419,1,1,1,1,1,2,0,3,2,0,0,1,3,2,3,0,3,2,1
1420,3,1,1,3,2,1,3,0,2,3,1,1,3,2,3,1,4,2,1
1421,2,4,1,0,2,1,0,1,2,3,1,1,0,1,2,1,4,2,1
1422,2,4,1,0,2,1,0,1,2,2,2,1,0,2,2,0,2,2,1
1423,3,1,1,0,1,2,1,4,2,2,2,1,0,2,2,0,2,2,1
1424,2,2,1,0,2,2,1,0,2,3,1,1,3,0,2,0,1,2,1
1425,2,2,1,0,2,2,1,0,2,1,4,1,0,2,2,1,0,2,1
1426,3,1,1,3,0,2,0,1,2,1,4,1,0,2,2,1,0,2,1
1427,0,4,0,2,0,2,0,4,1,2,4,1,1,2,3,0,2,2,1
1428,1,1,1,1,2,2,2,1,2,2,0,1,0,0,2,0,2,2,1
1429,1,1,1,1,2,2,2,1,2,1,1,1,1,2,2,1,1,1,1
1430,2,0,1,0,0,2,0,2,2,1,1,1,1,2,2,1,1,1,1
1431,3,2,1,0,2,2,0,1,2,2,2,1,3,2,2,1,4,2,1
1432,3,2,1,0,2,2,0,1,2,1,1,1,0,0,2,0,2,1,1
1433,2,2,1,3,2,2,1,4,2,1,1,1,0,0,2,0,2,1,1
1434,2,1,1,2,0,2,2,0,1,0,1,1,1,2,1,1,2,1,1
1435,0,1,1,0,2,3,0,3,2,1,0,1,1,2,2,0,0,1,1
1436,0,1,1,3,2,2,0,3,2,2,1,1,2,2,2,0,0,2,1
1437,0,1,1,3,2,2,0,3,2,2,1,1,0,2,3,0,0,2,1
1438,2,1,1,2,2,2,0,0,2,2,1,1,0,2,3,0,0,2,1
1439,1,1,1,3,2,2,1,2,2,1,1,1,1,2,2,0,2,2,1
1440,1,1,1,3,2,2,1,2,2,3,1,1,3,2,2,0,3,2,1
1441,1,1,1,1,2,2,0,2,2,3,1,1,3,2,2,0,3,2,1
1442,2,1,1,3,2,1,1,0,2,1,4,1,0,2,2,2,1,1,1
1443,2,1,1,3,2,1,1,0,2,1,1,0,1,2,2,2,2,2,1
1444,1,4,1,0,2,2,2,1,1,1,1,0,1,2,2,2,2,2,1
1445,2,1,1,0,2,1,0,0,1,1,2,1,3,2,2,1,1,2,1
1446,2,1,1,0,2,1,0,0,1,3,4,1,3,2,2,1,1,2,1
1447,1,2,1,3,2,2,1,1,2,3,4,1,3,2,2,1,1,2,1
1448,3,1,1,3,2,2,2,1,1,2,2,1,3,2,3,0,3,2,1
1449,3,1,1,3,2,2,2,1,1,3,0,1,1,2,1,1,3,2,1
1450,2,2,1,3,2,3,0,3,2,3,0,1,1,2,1,1,3,2,1
1451,1,4,1,3,2,2,0,4,2,3,1,1,3,2,3,3,3,2,1
1452,1,4,1,3,2,2,0,4,2,0,0,1,0,2,2,0,0,2,1
1453,3,1,1,3,2,3,3,3,2,0,0,1,0,2,2,0,0,2,1
1454,1,1,1,3,2,2,0,4,2,3,1,1,3,2,2,1,2,2,1
1455,1,1,1,3,2,2,0,4,2,2,1,1,0,2,2,0,2,1,1
1456,3,1,1,3,2,2,1,2,2,2,1,1,0,2,2,0,2,1,1
1457,2,4,1,3,2,2,1,1,2,2,1,1,3,2,2,1,0,2,1
1458,2,4,1,3,2,2,1,1,2,1,1,1,0,2,2,0,4,2,1
1459,2,1,1,3,2,2,1,0,2,1,1,1,0,2,2,0,4,2,1
1460,3,1,1,0,2,2,1,2,2,2,1,1,1,2,2,0,0,2,1
1461,3,1,1,0,2,2,1,2,2,2,1,1,3,2,2,1,3,2,1
1462,2,1,1,1,2,2,0,0,2,2,1,1,3,2,2,1,3,2,1
1463,0,1,1,3,2,2,1,1,2,1,1,1,0,2,2,1,2,1,1
1464,0,1,1,3,2,2,1,1,2,1,4,1,3,2,2,0,0,2,1
1465,1,1,1,0,2,2,1,2,1,1,4,1,3,2,2,0,0,2,1
1466,2,1,1,1,0,2,0,0,2,2,2,1,3,2,2,1,3,2,1
1467,1,0,1,1,2,0,0,1,2,2,2,1,0,2,1,0,0,2,1
1468,1,0,1,1,2,0,0,1,2,2,4,1,3,2,1,0,3,2,1
1469,2,2,1,0,2,1,0,0,2,2,4,1,3,2,1,0,3,2,1
1470,2,1,1,0,2,2,1,1,1,3,1,1,3,2,1,0,1,2,1
1471,2,1,1,0,2,2,1,1,1,1,2,1,0,2,2,0,1,2,1
1472,3,1,1,3,2,1,0,1,2,1,2,1,0,2,2,0,1,2,1
1473,3,4,1,0,2,2,3,2,2,0,1,1,1,2,1,1,2,2,1
1474,3,4,1,0,2,2,3,2,2,1,2,0,2,2,2,0,2,2,1
1475,0,1,1,1,2,1,1,2,2,1,2,0,2,2,2,0,2,2,1
1476,1,1,1,2,2,2,0,0,2,3,1,1,2,2,2,1,3,2,1
1477,1,1,1,2,2,2,0,0,2,1,2,1,3,2,2,0,4,2,1
1478,3,1,1,2,2,2,1,3,2,1,2,1,3,2,2,0,4,2,1
1479,1,0,1,0,2,2,0,4,2,1,1,1,0,0,1,1,1,2,1
1480,1,1,0,0,2,2,1,2,2,3,1,0,3,2,2,0,3,2,1
1481,1,1,0,0,2,2,1,2,2,3,1,1,3,0,1,3,4,2,1
1482,3,1,0,3,2,2,0,3,2,3,1,1,3,0,1,3,4,2,1
1483,1,1,1,0,2,1,0,1,1,1,2,1,3,0,2,1,1,1,1
1484,3,0,1,3,2,1,1,0,2,1,1,1,1,0,2,0,1,1,1
1485,3,0,1,3,2,1,1,0,2,3,1,1,2,2,2,1,0,1,1
1486,1,1,1,1,0,2,0,1,1,3,1,1,2,2,2,1,0,1,1
1487,3,1,1,1,2,2,0,3,2,2,1,1,1,2,2,1,0,2,1
1488,3,1,1,1,2,2,0,3,2,2,1,1,3,2,1,0,0,2,1
1489,2,1,1,1,2,2,1,0,2,2,1,1,3,2,1,0,0,2,1
1490,2,4,1,3,2,2,3,1,2,1,1,1,3,2,2,1,0,2,1
1491,2,1,1,3,2,3,0,3,2,3,4,1,0,2,2,0,1,2,1
1492,2,1,1,3,2,3,0,3,2,1,1,1,1,0,1,0,1,1,1
1493,3,4,1,0,2,2,0,1,2,1,1,1,1,0,1,0,1,1,1
1494,1,1,1,0,2,1,1,2,1,1,1,1,0,0,1,2,2,1,1
1495,3,4,1,0,2,2,2,2,2,0,1,1,3,2,1,1,2,1,1
1496,3,4,1,0,2,2,2,2,2,3,4,1,3,2,3,1,3,2,1
1497,0,1,1,3,2,1,1,2,1,3,4,1,3,2,3,1,3,2,1
1498,1,0,1,0,2,2,0,1,2,2,0,1,0,2,3,1,4,2,1
1499,2,1,1,3,2,3,0,2,2,3,1,1,3,0,1,0,0,1,1
1500,1,1,1,0,2,3,0,0,2,2,2,1,0,0,2,1,1,1,1
1501,1,1,1,0,2,3,0,0,2,3,0,1,0,2,2,0,1,2,1
1502,2,2,1,0,0,2,1,1,1,3,0,1,0,2,2,0,1,2,1
1503,1,1,1,3,2,2,0,0,2,2,1,1,3,2,2,1,2,2,1
1504,1,1,1,3,2,2,0,0,2,2,4,1,0,2,2,1,1,2,1
1505,2,1,1,3,2,2,1,2,2,2,4,1,0,2,2,1,1,2,1
1506,1,0,1,3,2,1,0,2,2,0,1,1,3,2,2,0,2,2,1
1507,3,1,1,0,2,2,1,3,2,2,1,1,0,2,2,0,1,1,1
1508,3,1,1,0,2,2,1,3,2,1,1,1,1,2,2,1,0,2,1
1509,2,1,1,0,2,2,0,1,1,1,1,1,1,2,2,1,0,2,1
1510,1,1,1,3,2,1,0,0,2,2,2,1,0,2,2,0,0,2,1
1511,1,1,1,3,2,1,0,0,2,1,1,1,3,2,3,0,2,2,1
1512,2,2,1,0,2,2,0,0,2,1,1,1,3,2,3,0,2,2,1
1513,2,1,1,0,1,2,0,3,2,2,4,1,0,2,2,3,3,2,1
1514,1,0,1,1,2,2,0,1,2,2,1,1,0,2,1,1,4,2,1
1515,1,0,1,1,2,2,0,1,2,3,4,1,3,2,3,3,3,2,1
1516,2,1,1,0,2,1,1,4,2,3,4,1,3,2,3,3,3,2,1
1517,2,1,0,3,2,1,0,3,2,1,1,1,2,2,1,1,0,2,1
1518,2,1,0,3,2,1,0,3,2,1,1,1,0,0,2,1,2,1,1
1519,1,1,1,2,2,1,1,0,2,1,1,1,0,0,2,1,2,1,1
1520,2,4,1,1,2,1,0,4,2,2,1,1,1,0,2,2,2,1,1
1521,0,4,1,0,2,2,1,3,2,2,1,1,0,0,2,1,2,1,1
1522,0,4,1,0,2,2,1,3,2,2,0,1,3,2,2,3,4,2,1
1523,2,1,1,0,0,2,1,2,1,2,0,1,3,2,2,3,4,2,1
1524,0,1,1,1,2,2,1,2,2,2,1,1,1,0,2,0,1,2,1
1525,2,1,1,2,2,2,3,4,2,2,0,1,3,0,2,1,3,2,1
1526,3,4,1,4,2,3,1,3,2,0,2,1,0,0,2,2,2,1,1
1527,1,3,1,0,2,3,1,3,2,3,1,1,2,2,1,1,0,1,1
1528,1,3,1,0,2,3,1,3,2,0,1,1,0,0,2,1,2,1,1
1529,3,1,1,2,2,1,1,0,1,0,1,1,0,0,2,1,2,1,1
1530,1,0,1,1,2,1,3,0,2,3,1,1,3,1,2,0,4,2,1
1531,1,0,1,1,2,1,3,0,2,0,1,1,0,2,1,0,2,1,1
1532,3,1,1,3,1,2,0,4,2,0,1,1,0,2,1,0,2,1,1
1533,2,4,1,0,2,2,3,4,2,1,1,1,0,2,1,1,0,1,1
1534,2,4,1,0,2,2,3,4,2,1,4,1,1,0,2,0,0,2,1
1535,1,1,1,0,2,1,1,0,1,1,4,1,1,0,2,0,0,2,1
1536,1,1,1,0,2,1,0,3,2,1,1,1,0,2,2,1,0,2,1
1537,1,1,1,0,2,1,0,3,2,2,1,1,1,2,2,0,3,2,1
1538,1,1,1,0,2,2,1,0,2,2,1,1,1,2,2,0,3,2,1
1539,0,1,0,2,2,2,0,2,2,1,1,0,1,0,3,1,0,1,1
1540,2,0,1,0,2,2,0,0,2,2,1,1,1,2,2,1,3,2,1
1541,2,0,1,3,2,3,0,3,2,2,0,1,3,2,3,0,2,2,1
1542,2,0,1,3,2,3,0,3,2,1,1,1,0,1,2,1,1,2,1
1543,2,0,1,3,2,3,0,2,2,1,1,1,0,1,2,1,1,2,1
1544,2,0,1,0,2,2,1,1,2,2,1,1,1,2,1,0,1,2,1
1545,2,1,1,1,2,2,0,2,2,1,1,1,3,2,2,0,3,2,1
1546,2,1,1,1,2,2,0,2,2,3,0,1,0,2,2,1,4,2,1
1547,1,1,1,3,2,2,0,3,2,3,0,1,0,2,2,1,4,2,1
1548,2,2,1,3,2,2,0,1,2,2,1,1,0,2,1,0,1,2,1
1549,3,2,1,3,2,2,0,2,2,2,1,1,3,1,2,0,1,2,1
1550,2,2,1,0,2,2,1,1,2,3,1,1,3,0,2,3,3,2,1
1551,2,2,1,0,2,2,1,1,2,0,1,1,2,2,2,1,0,2,1
1552,3,1,1,3,0,2,3,3,2,0,1,1,2,2,2,1,0,2,1
1553,2,0,1,0,2,3,0,3,2,2,1,1,3,2,1,1,3,2,1
1554,2,0,1,0,2,3,0,3,2,3,1,1,0,2,3,1,2,2,1
1555,2,1,1,3,2,1,1,3,2,3,1,1,0,2,3,1,2,2,1
1556,3,3,0,3,2,2,0,3,2,1,0,1,0,2,3,0,4,2,1
1557,3,3,0,3,2,2,0,3,2,1,2,1,3,2,1,0,1,1,1
1558,1,0,1,0,2,3,0,4,2,1,2,1,3,2,1,0,1,1,1
1559,2,1,1,1,2,3,1,3,2,1,1,1,3,2,2,1,1,2,1
1560,2,1,1,1,2,3,1,3,2,3,1,1,0,2,1,0,3,2,1
1561,1,1,1,3,2,2,1,1,2,3,1,1,0,2,1,0,3,2,1
1562,1,1,1,3,2,3,1,2,1,2,2,1,3,0,2,0,1,1,1
1563,1,1,1,3,2,3,1,2,1,0,2,1,0,2,1,1,0,2,1
1564,2,2,1,3,0,2,0,1,1,0,2,1,0,2,1,1,0,2,1
1565,1,1,1,0,2,2,1,3,2,1,2,1,0,2,2,1,0,1,1
1566,3,1,1,0,2,2,0,4,2,2,1,1,2,2,2,1,0,2,1
1567,3,1,1,0,2,2,0,4,2,1,1,1,1,2,2,0,2,1,1
1568,2,1,1,2,2,2,1,0,2,1,1,1,1,2,2,0,2,1,1
1569,0,1,1,0,2,2,1,2,2,2,1,1,0,0,2,0,1,2,1
1570,0,1,1,0,2,2,1,2,2,2,1,1,3,2,3,0,1,2,1
1571,2,1,1,0,0,2,0,1,2,2,1,1,3,2,3,0,1,2,1
1572,1,1,0,3,2,1,1,2,1,3,1,1,0,0,3,0,3,2,1
1573,1,1,0,3,2,1,1,2,1,3,0,1,0,2,1,1,3,2,1
1574,3,1,1,0,0,3,0,3,2,3,0,1,0,2,1,1,3,2,1
1575,2,4,1,1,2,1,0,2,2,2,0,1,1,2,1,0,2,2,1
1576,2,4,1,1,2,1,0,2,2,2,0,1,3,2,3,0,0,2,1
1577,2,0,1,1,2,1,0,2,2,2,0,1,3,2,3,0,0,2,1
1578,0,1,1,0,2,2,3,3,2,1,1,1,0,2,1,1,1,1,1
1579,0,1,1,0,2,2,3,3,2,2,4,1,3,2,2,3,2,2,1
1580,1,1,1,0,2,1,1,1,1,2,4,1,3,2,2,3,2,2,1
1581,3,0,1,1,2,2,1,1,2,2,1,1,3,2,1,1,1,1,1
1582,3,0,1,1,2,2,1,1,2,3,1,1,1,2,1,1,3,2,1
1583,2,1,1,3,2,1,1,1,1,3,1,1,1,2,1,1,3,2,1
1584,2,1,1,2,2,1,0,1,2,2,1,1,1,2,2,1,1,1,1
1585,2,1,1,2,2,1,0,1,2,3,0,1,3,2,2,1,1,2,1
1586,2,1,1,1,2,2,1,1,1,3,0,1,3,2,2,1,1,2,1
1587,2,4,1,3,2,2,0,1,2,2,1,1,3,0,2,0,2,2,1
1588,2,4,1,3,2,2,0,1,2,2,1,1,0,2,2,2,2,2,1
1589,2,1,1,3,0,2,0,2,2,2,1,1,0,2,2,2,2,2,1
1590,3,1,0,2,2,2,0,0,2,2,4,1,4,2,2,0,2,2,1
